Effective date ,S&P 500 Consumer Staples (Sector) (TR),S&P 500 Consumer Staples (Sector),S&P 500 Information Technology (Sector) (TR),S&P 500 Information Technology (Sector)
3/12/14,394.22,282.13,399.91,371.58
3/13/14,394.37,282.24,398.89,370.59
3/16/14,397.7,284.62,401.72,373.22
3/17/14,399.21,285.7,403.25,374.63
3/18/14,401.19,287.12,404.13,375.45
3/19/14,401.1,287.05,400.92,372.46
3/20/14,400.79,286.82,403.84,375.18
3/23/14,402.39,287.92,407.63,378.7
3/24/14,406.1,290.31,405.33,376.56
3/25/14,402.02,287.39,406.67,377.81
3/26/14,402.17,287.5,406.17,377.34
3/27/14,402.64,287.83,406.24,377.39
3/30/14,404.87,289.3,408.23,379.24
3/31/14,405.35,289.61,405.7,376.89
4/1/14,403.3,288.13,406.08,377.24
4/2/14,405.32,289.58,410.57,381.42
4/6/14,405.03,289.37,410.75,381.58
4/7/14,403.7,288.42,409.87,380.77
4/8/14,401.5,286.85,410,380.88
4/9/14,401.56,286.84,413.4,384.04
4/10/14,404.06,288.63,414.71,385.22
4/13/14,404.47,288.92,416.1,386.51
4/14/14,404.38,288.86,423.04,392.95
4/15/14,404.44,288.9,425.25,395.01
4/16/14,403.41,288.16,419.33,389.51
4/17/14,402.22,287.31,420.25,390.36
4/20/14,403.82,288.46,422.03,392.02
4/21/14,404.19,288.72,423.71,393.58
4/22/14,404.54,288.94,424.65,394.46
4/23/14,403.56,288.18,426.62,396.28
4/24/14,403.07,287.82,425.9,395.61
4/27/14,402.14,287.14,417.48,387.79
4/28/14,395.41,282.34,418.36,388.58
4/29/14,398.18,283.95,422.42,392.34
4/30/14,399.81,285.12,412.94,383.53
5/1/14,397.73,283.64,418.6,388.79
5/4/14,399.91,285.19,406.27,377.34
5/5/14,396.1,282.47,404.08,375.14
5/6/14,397.44,283.41,390.94,362.78
5/7/14,388.01,276.68,381.82,354.31
5/8/14,385.98,275.24,400.72,371.85
5/11/14,396.74,282.91,398.89,370.15
5/12/14,396.39,282.66,407.86,378.46
5/13/14,399.15,284.45,402.26,373.25
5/14/14,397.3,283.13,394.1,365.68
5/15/14,393.73,280.58,395.05,366.54
5/18/14,397.17,283.03,388.85,360.6
5/19/14,395.43,281.72,386.23,358.17
5/20/14,394.68,281.18,372.5,345.44
5/21/14,382.02,272.16,376.24,348.91
5/22/14,383.53,273.23,374.13,346.93
5/25/14,380.6,271.14,373.52,346.37
5/26/14,376.98,268.56,369.68,342.71
5/27/14,373.68,266.19,382.75,354.83
5/28/14,381.06,271.37,379.48,351.8
5/29/14,379.44,270.21,375.94,348.52
6/2/14,378.73,269.71,384.15,356.12
6/3/14,385.5,274.27,388.53,360.17
6/4/14,385.91,274.55,376.23,348.78
6/5/14,376,267.51,369.19,342.25
6/8/14,373.42,265.67,369.37,342.41
6/9/14,378.96,269.57,366.15,339.4
6/10/14,378.38,269.15,375.47,348.04
6/11/14,384.17,273.27,379.63,351.89
6/12/14,381.85,271.2,378.65,350.94
6/15/14,383.28,272.21,389.51,361.01
6/16/14,387.53,275.24,390.48,361.89
6/17/14,385.52,273.81,392.32,363.6
6/18/14,388.22,275.71,392.59,363.85
6/19/14,387.57,275.25,389.42,360.91
6/22/14,386.34,274.37,385.86,357.61
6/23/14,382.76,271.52,384.14,356.01
6/24/14,383.8,272.25,377.16,349.55
6/25/14,380.34,269.8,375.08,347.62
6/26/14,374.49,265.64,376.09,348.54
6/29/14,378.91,268.66,361.64,335.15
6/30/14,373.26,264.65,356.01,329.93
7/1/14,370.47,262.64,354.83,328.83
7/2/14,371.22,263.15,354.01,328.07
7/3/14,370.17,262.4,356.84,330.7
7/7/14,372.11,263.78,369.89,342.79
7/8/14,379.37,268.93,371.69,344.46
7/9/14,385.04,272.9,373.77,346.39
7/10/14,385.13,272.96,376.44,348.82
7/13/14,386.27,273.77,381.59,353.6
7/14/14,389.19,275.84,384.79,356.56
7/15/14,389.94,276.37,385.19,356.93
7/16/14,390.66,276.88,373.9,346.47
7/17/14,385.53,273.24,377.81,350.09
7/20/14,385.6,273.3,380.8,352.86
7/21/14,391.33,277.33,375.45,347.91
7/22/14,388.03,274.65,385.62,357.33
7/23/14,391.51,277.05,387.82,359.37
7/24/14,395.3,279.73,390.13,361.51
7/27/14,397.07,280.96,390.66,362.01
7/28/14,398.65,282.08,386.99,358.57
7/29/14,396.56,280.58,383.37,355.2
7/30/14,392.23,277.51,381.61,353.57
7/31/14,392.88,277.97,389.41,360.79
8/3/14,397.46,281.22,387.93,359.43
8/4/14,394.73,279.28,390.48,361.62
8/5/14,395.79,280.01,388.83,360.1
8/6/14,394.31,278.96,387.79,358.97
8/7/14,395.38,279.72,389.59,360.62
8/10/14,397.44,281.18,384.92,356.3
8/11/14,398.43,281.88,374.91,347.02
8/12/14,391.59,276.88,368.55,341.11
8/13/14,390.99,276.43,366.08,338.84
8/14/14,390.87,276.33,367.58,340.22
8/17/14,390.99,276.41,371.94,344.06
8/18/14,394.07,278.53,373.63,345.62
8/19/14,394.43,278.78,368.87,341.21
8/20/14,389.94,275.61,368.68,341.04
8/21/14,389.75,275.47,365.13,337.74
8/24/14,390.69,276.12,359.19,332.25
8/25/14,389.34,275.17,360.99,333.83
8/26/14,389.73,275.44,356.98,330.11
8/27/14,387.05,273.55,361.19,334
8/28/14,389.57,275.32,356.87,330.01
8/31/14,386.32,272.95,354.83,328.12
9/1/14,387.19,273.56,364.3,336.88
9/2/14,393.87,278.09,367.58,339.91
9/3/14,396.14,279.67,373.83,345.69
9/4/14,398.58,281.39,370.65,342.73
9/8/14,397.2,280.42,372.12,344.06
9/9/14,398.74,281.39,372.71,344.61
9/10/14,400.03,282.3,372.88,344.77
9/11/14,402.29,283.9,380.59,351.86
9/14/14,402.67,283.73,382.63,353.75
9/15/14,402.87,283.87,384.87,355.81
9/16/14,405.69,285.86,387.52,358.26
9/17/14,405.85,285.95,389.32,359.92
9/18/14,405.28,285.55,394.79,364.98
9/21/14,409.23,288.3,394.23,364.46
9/22/14,408.78,287.97,392,362.4
9/23/14,409.6,288.25,391.98,362.38
9/24/14,406.93,286.37,400.36,370.13
9/25/14,412.02,289.95,399.56,369.39
9/28/14,409.79,288.38,399.99,369.77
9/29/14,413.13,290.6,400.13,369.9
9/30/14,411.67,289.54,397.93,367.86
10/1/14,409.86,288.27,397.46,367.43
10/2/14,410.98,289.06,393.17,363.42
10/5/14,409.51,288.02,402.1,371.68
10/6/14,413.83,291.06,399.66,369.42
10/7/14,415.36,292.09,400.68,370.36
10/8/14,413.29,290.62,403.54,373.01
10/9/14,414.28,291.31,403.81,373.26
10/12/14,414.54,291.49,406.73,375.95
10/13/14,415.57,292.22,410.47,379.42
10/14/14,419.05,294.67,410.99,379.89
10/15/14,419.2,294.77,419.32,387.59
10/16/14,420.17,295.45,421.33,389.45
10/19/14,421.22,296.2,414.05,382.72
10/20/14,416.97,293.21,417.29,385.72
10/21/14,420.13,295.06,417.88,386.26
10/22/14,421.64,296.05,420.17,388.38
10/23/14,422.71,296.8,421.3,389.42
10/26/14,423.47,297.32,421.88,389.96
10/27/14,421.95,296.25,423.64,391.59
10/28/14,419.98,294.82,423.98,391.85
10/29/14,421.41,295.82,423.68,391.58
10/30/14,422.2,296.38,425.14,392.93
11/2/14,421.87,296.14,429.06,396.54
11/3/14,423.69,297.43,431.19,398.35
11/4/14,424.86,298.25,437.97,404.61
11/5/14,429.8,301.71,438.09,404.73
11/6/14,428.07,300.5,438.47,404.91
11/9/14,426.82,299.62,437.15,403.68
11/10/14,425.16,298.45,438.16,404.6
11/11/14,424.09,297.63,430.41,397.45
11/12/14,424.06,297.61,424.41,391.91
11/13/14,422.73,296.66,422.6,390.22
11/16/14,422.51,296.5,414.98,382.94
11/17/14,418.01,293.32,414.8,382.76
11/18/14,417.97,293.29,422.34,389.71
11/19/14,423.56,297.21,423.34,390.63
11/20/14,424.42,297.82,425.91,392.93
11/23/14,424.09,297.57,419.75,387.24
11/24/14,419.49,294.34,427.04,393.96
11/25/14,422.49,296.42,425.14,392.21
11/27/14,419.95,294.63,422.61,389.88
11/30/14,419.13,293.71,416.73,384.45
12/1/14,417.25,292.38,426.08,393.07
12/2/14,424.32,297.15,431.45,398.02
12/3/14,424.52,297.29,432.64,399.12
12/4/14,424.63,297.36,432.95,399.4
12/7/14,423.49,296.56,432.91,399.37
12/8/14,425.27,297.81,436.74,402.87
12/9/14,426.89,298.69,436.73,402.85
12/10/14,428.38,299.73,438.93,404.87
12/11/14,428.89,300.08,437.56,403.57
12/14/14,429.08,300.22,437.9,403.88
12/15/14,430.72,301.37,435.49,401.66
12/16/14,431.16,301.67,436.54,402.61
12/17/14,434.93,304.28,437.07,403.1
12/18/14,435.93,304.98,437.35,403.37
12/21/14,435.36,304.55,440.14,405.93
12/22/14,434.22,303.45,439.98,405.78
12/23/14,435.94,304.64,439.24,405.1
12/24/14,436.11,304.56,440.06,405.85
12/28/14,434.27,303.27,439.98,405.78
12/29/14,434.95,303.75,440.44,406.19
12/30/14,435.1,303.72,439.57,405.39
12/31/14,434.72,303.46,438.66,404.55
1/1/15,434.9,303.58,443.88,409.36
1/4/15,435.68,304.12,444.49,409.92
1/5/15,434.07,303,447.48,412.68
1/6/15,434.39,303.19,451.46,416.35
1/7/15,432.88,302.08,450.35,415.32
1/8/15,430.77,300.61,450.96,415.89
1/11/15,430.84,300.66,451.77,416.64
1/12/15,430.54,300.45,455.85,420.4
1/13/15,433.89,302.78,455.27,419.87
1/14/15,435.2,303.7,459.53,423.76
1/15/15,435.01,303.57,460.86,424.98
1/19/15,435.13,303.65,457.8,422.16
1/20/15,434.27,302.67,454.73,419.33
1/21/15,436.08,303.93,451.64,416.48
1/22/15,436.31,304.03,458.66,422.95
1/25/15,438.02,305.22,460.4,424.56
1/26/15,438.88,305.8,462.28,426.29
1/27/15,437.7,304.98,464.8,428.58
1/28/15,433.8,302.23,454.23,418.82
1/29/15,429.21,299.04,457.2,421.56
2/1/15,428.1,298.26,465.32,429.05
2/2/15,431.13,300.37,466.56,430.19
2/3/15,429.53,299.26,466.91,430.32
2/4/15,431.19,300.41,470.43,433.57
2/5/15,433.45,301.99,473.13,436.05
2/8/15,433.95,302.34,475.15,437.75
2/9/15,436.35,304.01,474.02,436.69
2/10/15,437.24,304.6,471.58,434.45
2/11/15,435.29,303.24,473.16,435.9
2/12/15,437.55,304.79,473.89,436.57
2/15/15,435.49,303.36,472.03,434.62
2/16/15,435.57,303.36,475.65,437.94
2/17/15,436.69,304.1,476.42,438.64
2/18/15,439.83,306.29,476.15,438.39
2/19/15,440.84,307,463.84,427.06
2/23/15,437.59,304.73,457.7,421.35
2/24/15,436.56,304,459.28,422.79
2/25/15,434.92,302.85,465.37,428.4
2/26/15,436.92,304.14,466.08,429.03
3/1/15,438.75,305.42,458.21,421.78
3/2/15,436.74,304.01,460.45,423.83
3/3/15,435.58,302.95,468.18,430.94
3/4/15,440.15,306.13,465.01,428.02
3/5/15,438.18,304.75,458.49,422.02
3/8/15,436.97,303.91,461.34,424.65
3/9/15,440.71,306.46,458.66,422.14
3/10/15,443.15,307.97,449.31,413.54
3/11/15,440.21,305.92,452.21,416.2
3/12/15,440.66,305.77,450.48,414.57
3/15/15,437.37,303.48,443.47,408.12
3/16/15,432.86,300.35,431.47,397.07
3/17/15,426.72,296.08,435.66,400.92
3/18/15,429.2,297.79,436.18,401.4
3/19/15,432.24,299.9,444.47,409.02
3/22/15,437.73,303.7,443.34,407.99
3/23/15,437.07,302.92,445.95,410.39
3/24/15,438.35,303.8,453.15,417.02
3/25/15,441.97,306.31,453.83,417.64
3/26/15,442.14,306.43,451.35,415.36
3/29/15,441.98,306.32,454.32,418.01
3/30/15,444.14,307.68,455.06,418.69
3/31/15,446.85,309.52,453.9,417.63
4/1/15,445.87,308.85,453.52,417.27
4/2/15,448.51,310.67,451.17,415.12
4/5/15,449.4,311.29,450.84,414.81
4/6/15,449.93,311.66,454.1,417.81
4/7/15,451.67,312.87,454.37,418.06
4/8/15,452.2,313.17,451.64,415.54
4/9/15,450.89,312.26,450.97,414.88
4/12/15,453.45,314.02,446.95,411.19
4/13/15,454.64,314.85,450.04,414.03
4/14/15,454.95,315.06,448.63,412.73
4/15/15,457.81,317.04,446.78,411.03
4/16/15,460.13,318.65,443.64,408.14
4/19/15,457.03,316.5,445.29,409.66
4/20/15,457.75,316.96,455.81,419.34
4/21/15,460.42,318.8,460.15,423.32
4/22/15,460.57,318.84,461.15,424.25
4/26/15,459.09,317.79,464.7,427.51
4/27/15,461.71,319.61,466.9,429.54
4/28/15,464.65,321.25,466.79,429.39
4/29/15,468.17,323.68,467.27,429.83
4/30/15,469.28,324.45,465.37,428.08
5/3/15,470,324.95,464.6,427.37
5/4/15,471.4,325.92,463.51,426.18
5/5/15,471.04,325.67,461.23,424.08
5/6/15,467.13,322.97,462.76,425.32
5/7/15,468.26,323.74,463.72,426.2
5/10/15,469.99,324.94,467.68,429.83
5/11/15,472.61,326.76,463.91,426.37
5/12/15,472.38,326.37,466.81,429.02
5/13/15,478.67,330.71,461.12,423.79
5/14/15,478.34,330.48,454.13,417.36
5/17/15,478.14,330.34,453.63,416.66
5/18/15,479.54,331.25,457.05,419.77
5/19/15,480.54,331.9,457.67,420.34
5/20/15,483.04,333.63,454.4,417.33
5/21/15,481.4,332.5,447.52,411.01
5/24/15,478.13,330.23,445.69,409.33
5/25/15,477.65,329.89,447.83,411.21
5/26/15,474.39,327.64,450.3,413.46
5/27/15,475.12,328.15,452.6,415.55
5/28/15,476.72,329.15,459.66,422.04
6/1/15,481.03,332.13,449.64,412.83
6/2/15,476.14,328.55,450.17,413.33
6/3/15,470.8,324.86,443.84,407.51
6/4/15,466.53,321.91,440.79,404.71
6/7/15,464.31,320.37,439.17,403.22
6/8/15,463.36,319.71,435.59,399.9
6/9/15,463.58,319.74,435.93,400.22
6/10/15,466.03,321.43,429.45,394.25
6/11/15,460.77,317.8,429.43,394.19
6/14/15,462.99,318.86,435.07,399.36
6/15/15,467.79,322.17,427.06,392
6/16/15,460.85,317.37,425.69,390.74
6/17/15,464.51,319.87,424.53,389.68
6/18/15,467.05,321.62,425.97,391
6/21/15,470.31,323.87,434.26,398.61
6/22/15,470.1,323.42,430.68,395.33
6/23/15,467.07,321.3,434.39,398.73
6/24/15,462.67,318.27,426.45,391.44
6/25/15,459.39,316.02,432.42,396.92
6/28/15,461.42,317.41,438,402.03
6/29/15,463.07,318.42,441.31,405.06
6/30/15,465.16,319.81,447.68,410.91
7/1/15,469.3,322.66,455.42,418.01
7/2/15,472.81,325.08,456.19,418.66
7/6/15,472.46,324.84,458.43,420.71
7/7/15,475.24,326.74,464.9,426.64
7/8/15,478.36,328.82,462.71,424.64
7/9/15,476.74,327.71,454.45,417.01
7/12/15,473.26,325.31,450.24,413.15
7/13/15,471.61,324.18,451.42,414.24
7/14/15,471.76,324.28,447.15,410.31
7/15/15,469.62,322.81,454.08,416.68
7/16/15,470.77,323.6,452.62,415.33
7/19/15,467.8,321.56,464.82,426.53
7/20/15,474.7,326.3,462.83,424.7
7/21/15,473.44,325.03,465.28,426.95
7/22/15,476.66,327.23,470.7,431.93
7/23/15,476.01,326.71,470.02,431.3
7/26/15,471.29,323.45,471.98,433.1
7/27/15,470.06,322.61,458.08,420.34
7/28/15,465.2,319.25,458.69,420.85
7/29/15,465.3,319.32,454.87,417.35
7/30/15,462.42,317.34,454.14,416.69
8/2/15,460.85,316.26,443.91,407.29
8/3/15,454.91,312.19,449.62,412.33
8/4/15,457.47,313.92,429.53,393.9
8/5/15,443.51,304.34,427.04,391.61
8/6/15,450.72,309.29,402.55,368.97
8/9/15,433.5,297.47,420.86,385.76
8/10/15,443.13,304.08,403.82,370.13
8/11/15,427.29,293.02,421.88,386.67
8/12/15,440.49,302.03,424.34,388.92
8/13/15,444.86,305.03,431.75,395.71
8/16/15,451.26,309.42,427.56,391.64
8/17/15,451.88,309.81,423.97,388.33
8/18/15,455.35,312.14,401.58,367.82
8/19/15,447.25,306.59,390.55,357.71
8/20/15,444.74,304.86,393.22,360.17
8/23/15,446.04,305.76,408.69,374.34
8/24/15,455.91,312.51,411.88,377.17
8/25/15,457.76,313.78,405.48,371.3
8/26/15,450.69,308.94,414.82,379.85
8/27/15,454.16,311.31,426.37,390.4
8/30/15,462.36,316.92,427.46,391.39
8/31/15,463.44,317.58,427.65,391.57
9/1/15,465.09,318.5,423.02,387.33
9/2/15,463.31,317.26,412.65,377.83
9/3/15,457.13,313.03,410.67,376.01
9/7/15,455.26,311.75,421.96,386.31
9/8/15,462.46,316.6,420.3,384.79
9/9/15,461.69,316.02,410.63,375.94
9/10/15,451.33,308.94,415.84,380.66
9/13/15,451.98,309.38,420.94,385.31
9/14/15,453.56,309.97,427.8,391.59
9/15/15,459.1,313.76,435.37,398.52
9/16/15,464.99,317.77,439.67,402.46
9/17/15,467.39,319.4,439.45,402.26
9/20/15,463.23,316.56,437.9,400.84
9/21/15,463.92,316.98,432.27,395.68
9/22/15,455.75,311.39,418.49,383.06
9/23/15,447.2,305.54,422.85,387.05
9/24/15,447.22,305.21,428.27,392.02
9/27/15,455.32,310.74,433.04,396.38
9/28/15,458.24,312.73,426.97,390.81
9/29/15,450.47,307.3,425.27,389.25
9/30/15,454.92,310.33,413.19,378.19
10/1/15,449.61,306.71,403.87,369.66
10/4/15,443,302.2,412.55,377.55
10/5/15,446.1,304.32,422.31,386.46
10/6/15,447.19,304.96,429.44,392.99
10/7/15,451.78,308.08,427.22,390.91
10/8/15,454.4,309.86,441.85,404.3
10/11/15,461.47,314.68,444.64,406.86
10/12/15,460.34,313.92,447.11,409.03
10/13/15,464.14,316.51,451.55,413.1
10/14/15,463.61,316.15,461.15,421.88
10/15/15,466.99,318.45,452.98,414.4
10/18/15,462.7,315.53,457.58,418.61
10/19/15,466.25,317.95,447.49,409.38
10/20/15,465.24,316.84,445.28,407.36
10/21/15,467.45,318.35,451.22,412.79
10/22/15,474.83,323.3,459.97,420.8
10/25/15,472.18,321.48,452.1,413.6
10/26/15,466.79,317.81,453.98,415.32
10/27/15,470.96,320.65,468.22,428.31
10/28/15,476.9,324.67,469.57,429.52
10/29/15,475.96,324.03,460.85,421.55
11/1/15,469.89,319.89,447.76,409.57
11/2/15,461.77,314.36,452.81,414.19
11/3/15,465.52,316.92,464.03,424.25
11/4/15,471.23,320.81,461.47,421.91
11/5/15,468.84,319.18,464.49,424.66
11/8/15,471.99,321.32,470.04,429.56
11/9/15,476.88,324.6,452.96,413.94
11/10/15,466,317.15,453.37,414.31
11/11/15,470.14,319.92,462.96,423.07
11/12/15,475.43,323.52,460.04,420.38
11/15/15,472.28,321.38,466.34,425.85
11/16/15,474.17,322.64,459.48,419.56
11/17/15,470.24,319.97,449.28,410.22
11/18/15,467.99,318.43,446.27,407.47
11/19/15,469.95,319.76,437.74,399.6
11/22/15,462.71,314.84,437.1,399.01
11/23/15,463.07,315.06,426.6,389.43
11/24/15,457.86,311.48,423.79,386.87
11/26/15,458.76,312.09,438.76,400.53
11/29/15,465.82,316.89,435.79,397.8
11/30/15,470.96,320.01,453.2,413.67
12/1/15,482.43,327.6,455.84,416.08
12/2/15,480.99,326.62,455.16,415.47
12/3/15,479.96,325.91,460.7,420.52
12/6/15,481.88,327.22,460.54,420.37
12/7/15,482.94,327.94,461.04,420.79
12/8/15,483.91,328.31,454.12,414.48
12/9/15,479.03,325.01,461.33,421.06
12/10/15,483.62,328.12,454.66,414.93
12/13/15,479.97,325.64,450.52,411.13
12/14/15,478.54,324.67,442.74,404.03
12/15/15,476.07,322.99,441.28,402.68
12/16/15,480.77,326.15,442.32,403.63
12/17/15,481.11,326.39,437.49,399.23
12/20/15,479.09,325.01,450.89,411.46
12/21/15,488.68,331.12,442.11,403.44
12/22/15,494.04,334.76,446.5,407.44
12/23/15,493.17,333.94,451.23,411.76
12/24/15,497.62,336.96,451.82,412.3
12/28/15,497.43,336.82,447.12,407.99
12/29/15,495.11,335.11,451.25,411.77
12/30/15,498.54,337.43,449.24,409.93
12/31/15,495.74,335.54,456.87,416.83
1/4/16,495.94,335.68,458.06,417.91
1/5/16,494.96,334.97,460.4,420.04
1/6/16,494.06,334.36,460.9,420.5
1/7/16,490.88,332.16,459.77,419.42
1/10/16,491.59,332.64,461.88,421.34
1/11/16,493.42,333.88,462.82,422.2
1/12/16,490.38,331.81,464.63,423.86
1/13/16,490.06,331.6,461.33,420.84
1/14/16,489.59,331.28,464.4,423.64
1/18/16,491.62,332.65,471.97,430.55
1/19/16,492.28,332.73,475.15,433.45
1/20/16,493.23,333.32,476.29,434.49
1/21/16,494.52,334.11,478.09,436.14
1/24/16,493.54,333.45,478.58,436.58
1/25/16,491.37,331.97,483.27,440.86
1/26/16,496.31,335.3,480.33,438.17
1/27/16,494.46,334.05,480.98,438.73
1/28/16,490.65,331.45,482.6,440.19
1/31/16,488.4,329.93,483.5,441.01
2/1/16,488.26,329.84,487.99,445.11
2/2/16,491.93,332.32,489.22,446.23
2/3/16,493.3,333.25,496.28,452.47
2/4/16,495.17,334.51,496.4,452.57
2/7/16,495.21,334.52,497.94,453.97
2/8/16,495.45,334.69,501.39,456.94
2/9/16,495.5,334.68,506.25,461.37
2/10/16,497.7,336.17,502.86,458.27
2/11/16,496.53,335.38,505.81,460.95
2/14/16,498.13,336.44,507.23,461.96
2/15/16,499.96,337.65,504.1,459.07
2/16/16,498.86,336.85,512.02,466.26
2/17/16,502.19,339.1,511.69,465.96
2/18/16,502.34,339.2,513.88,467.93
2/22/16,500.16,337.73,511.61,465.86
2/23/16,499.21,337.05,513.96,468
2/24/16,501.45,338.56,516.82,470.6
2/25/16,502.68,339.39,517.39,471.1
2/28/16,502.46,339.24,521.87,475.17
2/29/16,504.2,340.31,519.33,472.79
3/1/16,505.83,341.2,522.7,475.85
3/2/16,504.89,340.55,521.7,474.94
3/3/16,505.1,340.69,516.68,470.36
3/6/16,507.46,342.28,511.04,465.23
3/7/16,503.24,339.44,514.63,468.44
3/8/16,503.99,339.81,520.33,473.63
3/9/16,507.28,341.85,522.36,475.48
3/10/16,508.69,342.8,523.25,476.24
3/13/16,511.44,344.65,533.93,485.95
3/14/16,515.02,346.55,537.3,489
3/15/16,513.76,345.69,538.81,490.37
3/16/16,514.87,346.42,538.87,490.43
3/17/16,514.23,345.99,543.09,494.26
3/20/16,514.82,346.38,542.38,493.62
3/21/16,514.9,346.44,541.99,493.25
3/22/16,515.59,346.86,540.48,491.88
3/23/16,516.44,347.43,540.35,491.77
3/24/16,517.06,347.85,549.53,500.12
3/27/16,521.03,350.52,550.12,500.66
3/28/16,520.64,349.91,548.85,499.48
3/29/16,519.96,349.32,547.6,498.34
3/30/16,519.83,349.23,545.65,496.57
3/31/16,523.19,351.49,551.74,502.11
4/3/16,527.35,354.29,551.25,501.58
4/4/16,524.47,352.3,543.58,494.6
4/5/16,523.04,351.32,546.03,496.82
4/6/16,522.77,351.09,542.36,493.44
4/10/16,518.14,347.98,534.68,486.45
4/11/16,513.25,344.7,537.09,488.56
4/12/16,515.45,346.17,544.22,495.04
4/13/16,516.4,346.81,535.27,486.9
4/14/16,515.93,346.49,528.99,481.18
4/17/16,518.45,348.18,541.15,492.24
4/18/16,524.19,352.04,536.85,488.34
4/19/16,523.65,351.68,530.03,482.13
4/20/16,522.05,350.55,527.18,479.54
4/21/16,526.69,353.59,523.26,475.97
4/24/16,519.09,348.46,520.12,473.12
4/25/16,519.16,348.51,536.66,488.16
4/26/16,522.4,350.29,540.1,491.25
4/27/16,526.72,353.16,540.06,491.22
4/28/16,526.24,352.84,535.44,487.02
5/1/16,524.77,351.85,536.65,488.12
5/2/16,525.85,352.57,537.33,488.73
5/3/16,527.44,353.64,531.95,483.64
5/4/16,527.76,353.85,520.05,472.8
5/5/16,523.5,351,518.47,471.37
5/8/16,524.09,351.39,516.2,469.11
5/9/16,523.35,350.89,515.81,468.75
5/10/16,520.13,348.54,511.93,465.22
5/11/16,523.93,351.08,511.38,464.71
5/12/16,522.55,350.14,506.6,460.36
5/15/16,520.7,348.9,504.57,458.22
5/16/16,520.48,348.7,500.49,454.48
5/17/16,521.94,349.68,491.99,446.76
5/18/16,518.54,347.35,486.03,441.33
5/19/16,515.52,345.33,499.75,453.79
5/22/16,517.65,346.75,498.24,452.4
5/23/16,518.22,347.14,499.15,453.22
5/24/16,516.88,346.19,494.86,449.33
5/25/16,521.44,349.25,494.04,448.58
5/26/16,521.24,349.11,501.04,454.92
5/30/16,524.51,351.3,497.52,451.58
5/31/16,520.54,348.33,494.45,448.8
6/1/16,519.05,347.33,480.96,436.56
6/2/16,510.4,341.55,483.2,438.59
6/5/16,511.76,342.45,486.5,441.59
6/6/16,510.95,341.91,499.01,452.91
6/7/16,518.11,346.61,496.92,451
6/8/16,519.4,347.42,501.58,455.24
6/9/16,523.72,350.31,492.99,447.39
6/12/16,521.49,348.82,498.6,452.47
6/13/16,524.5,350.83,494.97,449.14
6/14/16,523.9,349.92,496.23,450.29
6/15/16,530.76,354.48,503.24,456.65
6/16/16,532.24,355.47,506.12,459.26
6/19/16,533.11,356.05,511.15,463.82
6/20/16,532.66,355.74,512.32,464.89
6/21/16,529.91,353.86,498.79,452.6
6/22/16,523.47,349.55,504.85,458.1
6/23/16,525.05,350.6,493.62,447.92
6/26/16,522.11,348.3,494.96,449.13
6/27/16,522.88,348.81,498.27,452.12
6/28/16,526.8,351.29,492.91,447.26
6/29/16,528.44,352.39,509.18,462.02
6/30/16,538.24,358.92,510.63,463.25
7/3/16,541.3,360.96,515.18,467.38
7/4/16,543.75,362.55,516.03,468.14
7/6/16,542,361.36,506.8,459.76
7/7/16,541.35,360.87,505.46,458.55
7/10/16,540.94,360.6,499.58,453.21
7/11/16,541.7,361.1,496.57,450.44
7/12/16,541.16,360.74,491.31,445.66
7/13/16,541.25,360.8,498.4,452.09
7/14/16,547.27,364.82,497.17,450.97
7/17/16,545.06,363.34,498.24,451.95
7/18/16,547.49,364.96,507.86,460.67
7/19/16,547.61,364.64,514.74,466.92
7/20/16,546.61,363.92,507.88,460.7
7/21/16,543.29,361.64,503.09,456.35
7/24/16,538.84,358.65,498.44,452.13
7/25/16,536.78,357.28,494.48,448.53
7/26/16,537.07,357.45,501.58,454.98
7/27/16,545.94,363.35,512.6,464.94
7/28/16,552.45,367.68,512.73,465.04
7/31/16,555.39,369.64,514.24,466.41
8/1/16,553.37,368.3,512.38,464.72
8/2/16,550.44,366.35,509.92,462.49
8/3/16,546.13,363.48,520.66,472.01
8/4/16,554.95,369.35,524.41,475.4
8/7/16,554.29,368.9,528.86,479.44
8/8/16,551.83,367.26,529.35,479.69
8/9/16,555.27,369.33,531.38,481.04
8/10/16,552.97,367.8,532.4,481.92
8/11/16,552.84,367.71,533.94,483.32
8/14/16,552.44,367.4,532.85,482.05
8/15/16,554.74,368.9,533.41,482.53
8/16/16,555.25,369.18,541.65,489.97
8/17/16,556.27,369.86,545.23,493.22
8/18/16,556.88,370.26,546.9,494.71
8/21/16,556.64,370.11,543.43,491.56
8/22/16,553.34,367.91,544.84,492.83
8/23/16,551.6,366.74,539.61,488.1
8/24/16,547.24,363.84,542.02,490.27
8/25/16,552.12,367.09,543.14,491.29
8/28/16,552.56,367.38,542.39,490.61
8/29/16,553.25,367.84,543.33,491.39
8/30/16,552.06,366.98,536.22,484.96
8/31/16,549.68,365.37,540.45,488.78
9/1/16,550.51,365.92,540.3,488.64
9/5/16,552.83,367.46,539.69,488.01
9/6/16,551.63,366.35,552.65,499.72
9/7/16,558.67,370.97,552.03,499.16
9/8/16,554.28,368.06,544.68,492.47
9/11/16,553.05,367.24,545.76,493.44
9/12/16,551.86,366.46,548.21,495.6
9/13/16,548.6,363.76,556.19,502.81
